9900000190.0;0
9895000040.0;14
9842300540.0;0
9842300485.0;14
9842300095.0;14
9842300036.0;14
9839301165.0;2
9839301060.0;7
9839301055.0;7
9839300875.0;2
9839300775.0;7
9839300545.0;7
9839300285.0;7
9839300125.0;7
9835801000.0;0
9835800840.0;0
9835800750.0;0
9835800320.0;0
9834201470.0;0
9834201375.0;14
9834201370.0;14
9834201367.0;14
9834201366.0;14
9834201215.0;0
9834201205.0;14
9834201145.0;7
9834201100.0;0
9834200975.0;14
9834200950.0;14
9834200925.0;0
9834200885.0;14
9834200885.0;7
9834200555.0;2
9834200440.0;7
9834200411.0;14
9834200390.0;7
9834200365.0;7
9834200305.0;0
9834200305.0;7
9834200165.0;7
9834200030.0;14
9831200520.0;11
9831200500.0;6
9831200221.0;7
9831200186.0;7
9831200172.0;11
9831200159.0;15
9830200475.0;14
9830200380.0;7
9830200230.0;14
9829201058.0;2
9829201020.0;11
9829200855.0;2
9829200590.0;2
9829200580.0;2
9829200566.0;11
9829200495.0;2
9829200325.0;2
9829200250.0;15
9828702902.0;14
9828702895.0;7
9828702890.0;2
9828702851.0;7
9828702812.0;7
9828702771.0;14
9828702667.0;14
9828702666.0;14
9828702649.0;14
9828702588.0;2
9828702519.0;14
9828702518.0;14
9828702513.0;14
9828702389.0;14
9828702339.0;7
9828702336.0;7
9828702335.0;7
9828702310.0;14
9828702266.0;14
9828702265.0;14
9828702262.0;14
9828702251.0;7
9828702245.0;7
9828702156.0;7
9828702120.0;7
9828702095.0;14
9828702055.0;14
9828701871.0;7
9828701747.0;7
9828701745.0;14
9828701741.0;14
9828701739.0;14
9828701690.0;14
9828701650.0;14
9828701608.0;14
9828701605.0;7
9828701565.0;14
9828701508.0;2
9828701507.0;2
9828701488.0;14
9828701295.0;0
9828701085.0;7
9828700900.0;7
9828700685.0;2
9828700235.0;7
9828700200.0;2
9828700005.0;14
9828202545.0;14
9828202325.0;14
9828202255.0;2
9828202215.0;7
9828202030.0;14
9828201920.0;14
9828201885.0;2
9828201745.0;7
9828201725.0;14
9828201361.0;0
9828201202.0;7
9828201020.0;14
9828200790.0;2
9828200762.0;7
9828200746.0;14
9828200605.0;7
9828200545.0;7
9828200525.0;0
9828200460.0;0
9828200460.0;14
9828200187.0;14
9828200147.0;14
9827700105.0;7
9826701794.0;14
9826701765.0;7
9826701735.0;14
9826701665.0;7
9826701490.0;14
9826701345.0;14
9826701320.0;14
9826701201.0;14
9826700930.0;14
9826700726.0;14
9826700707.0;14
9826700697.0;7
9822700295.0;2
9822700285.0;7
9822700255.0;7
9822700190.0;11
9818700645.0;14
9818700455.0;14
9818700430.0;14
9818700320.0;14
9818700215.0;14
9809000020.0;15
9809000020.0;15
9809000010.0;15
9808700762.0;9
9808700650.0;11
9808700405.0;15
9808700370.0;2
9808700025.0;11
9808650060.0;11
9808640320.0;11
9808640090.0;2
9808640040.0;2
9808630260.0;2
9808630210.0;2
9808630120.0;2
9808610410.0;7
9808610190.0;2
9808590460.0;11
9808590310.0;2
9808590210.0;2
9808100185.0;15
9808100150.0;6
9808100100.0;6
9804500420.0;14
9578501110.0;14
9578501030.0;14
9578500920.0;14
9578500820.0;14
9578500810.0;14
9578500790.0;14
9578500690.0;14
9578500510.0;14
9578500180.0;14
9578200030.0;0
9578140360.0;0
9578140180.0;0
9578090240.0;2
9578090180.0;2
9578090050.0;2
9578080130.0;7
9578080040.0;7
9578060660.0;14
9578060540.0;14
9578060470.0;14
9578060420.0;14
9578060370.0;14
9578060230.0;14
9578050120.0;11
